 1 #anatomical sites
1 #samples
24 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	112	109
0	P_0	0	P	1	1	120	89
0	P_0	0	P	2	2	222	9
0	P_0	0	P	3	3	188	17
0	P_0	0	P	4	4	128	80
0	P_0	0	P	5	5	173	12
0	P_0	0	P	6	6	126	104
0	P_0	0	P	7	7	128	84
0	P_0	0	P	8	8	179	18
0	P_0	0	P	9	9	110	73
0	P_0	0	P	10	10	131	80
0	P_0	0	P	11	11	195	22
0	P_0	0	P	12	12	173	17
0	P_0	0	P	13	13	126	67
0	P_0	0	P	14	14	164	23
0	P_0	0	P	15	15	153	26
0	P_0	0	P	16	16	193	17
0	P_0	0	P	17	17	183	52
0	P_0	0	P	18	18	195	18
0	P_0	0	P	19	20	167	12
0	P_0	0	P	20	21	179	17
0	P_0	0	P	21	22	189	11
0	P_0	0	P	22	28	198	13
0	P_0	0	P	23	31	175	13
