1 #anatomical sites
1 #samples
19 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	88	94
0	P_0	0	P	1	1	93	99
0	P_0	0	P	2	2	152	66
0	P_0	0	P	3	3	120	59
0	P_0	0	P	4	4	120	72
0	P_0	0	P	5	5	180	35
0	P_0	0	P	6	7	149	63
0	P_0	0	P	7	9	136	54
0	P_0	0	P	8	10	172	14
0	P_0	0	P	9	11	165	19
0	P_0	0	P	10	12	156	41
0	P_0	0	P	11	15	168	24
0	P_0	0	P	12	16	207	12
0	P_0	0	P	13	18	170	10
0	P_0	0	P	14	22	204	7
0	P_0	0	P	15	23	214	23
0	P_0	0	P	16	29	170	14
0	P_0	0	P	17	32	181	8
0	P_0	0	P	18	35	212	7
