 1 #anatomical sites
1 #samples
31 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	104	105
0	P_0	0	P	1	1	189	18
0	P_0	0	P	2	2	172	13
0	P_0	0	P	3	3	200	10
0	P_0	0	P	4	4	159	60
0	P_0	0	P	5	8	137	58
0	P_0	0	P	6	11	127	71
0	P_0	0	P	7	14	140	57
0	P_0	0	P	8	18	155	62
0	P_0	0	P	9	20	124	65
0	P_0	0	P	10	21	132	58
0	P_0	0	P	11	23	116	63
0	P_0	0	P	12	25	143	79
0	P_0	0	P	13	26	130	62
0	P_0	0	P	14	29	128	52
0	P_0	0	P	15	30	150	68
0	P_0	0	P	16	31	146	45
0	P_0	0	P	17	32	127	65
0	P_0	0	P	18	33	134	66
0	P_0	0	P	19	34	144	71
0	P_0	0	P	20	36	142	65
0	P_0	0	P	21	37	136	79
0	P_0	0	P	22	40	145	67
0	P_0	0	P	23	42	138	56
0	P_0	0	P	24	44	139	72
0	P_0	0	P	25	46	138	47
0	P_0	0	P	26	47	134	72
0	P_0	0	P	27	49	132	80
0	P_0	0	P	28	50	172	28
0	P_0	0	P	29	51	185	21
0	P_0	0	P	30	55	197	22
